id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,number_of_reviews_ltm,last_review,calculated_host_listings_count,availability_365
45490279,"""The Grand"" A spacious 5Br house with massive pool",222527557,360 Estates,,Mellieha,35.95992,14.36741,Entire home/apt,276,4,0,0,,46,316
31531216,Fabulous Spacious Private detached  villa.,18148254,Karen,,Mellieha,35.96183,14.36781,Entire home/apt,314,3,2,1,2020-09-06,4,316
6742986,Spacious 3 bedroom apartment in Mellieha with pool,19816539,Chris,,Mellieha,35.96561,14.36273,Entire home/apt,134,5,37,2,2020-08-18,8,338
35493206,Entire seaview Apartment in Mellieha sleeps 5,3424829,Mina,,Mellieha,35.96604,14.35965,Entire home/apt,45,2,17,3,2020-04-05,13,364
14353038,"Apt 2 @ Halfway Inn, Mellieha",83292719,Joseph,,Mellieha,35.96402,14.36122,Entire home/apt,65,3,27,2,2020-08-19,4,179
476282,"Mellieha_2, Bayfront - Sea Sun & History",2246771,Bill,,Mellieha,35.96702,14.35877,Entire home/apt,109,4,49,1,2020-01-02,3,150
14051925,"A lovely spacious seaside  apartment, valley views",84278924,Moira,,Mellieha,35.96666,14.36069,Entire home/apt,50,4,61,2,2020-08-27,1,362
40382243,Criholiday Apartment 3 bedrooms,252699614,Cristina,,Mellieha,35.95628,14.36326,Entire home/apt,120,4,0,0,,2,226
13526896,Alden Flat 1,11225717,Joe,,Mellieha,35.9596,14.35931,Entire home/apt,49,3,34,0,2019-09-19,5,364
17571383,Ghand in-Nanna Bachelor's Room,119383123,Maria,,Mellieha,35.95788,14.36031,Hotel room,85,2,3,0,2018-07-01,1,364
17751262,Ghand in-Nanna Book Room,109029178,Sue,,Mellieha,35.95705,14.3607,Hotel room,65,2,3,0,2018-06-08,6,364
18137448,Ghand in-Nanna Denim Room,109029178,Sue,,Mellieha,35.95778,14.3603,Hotel room,65,2,9,0,2018-05-31,6,364
39314160,Luxury villa with pool & open sea view Apartment 1,301846364,Dominic,,Mellieha,35.9597,14.3658,Entire home/apt,135,7,6,6,2020-09-09,3,354
36814946,"Sun, sea, views and comfort.",276728446,Roderick,,Mellieha,35.95759,14.36212,Entire home/apt,70,3,17,6,2020-10-23,4,174
39500213,KV Seaview 2 Bedroom Apartment Mellieha,303448054,Charmaine,,Mellieha,35.96417,14.36509,Entire home/apt,100,7,1,1,2020-08-22,1,180
18057378,Comfortable & close to the Sandy Beach + Free WiFi,124284348,Peter,,Mellieha,35.96453,14.36236,Entire home/apt,44,7,30,2,2020-08-19,1,179
45130969,Villa Apartment with private pool,364460461,Noel,,Mellieha,35.96074,14.37132,Entire home/apt,170,3,1,1,2020-09-14,1,297
19756798,A terraced flat enjoying sunset views + Free WiFi,139395267,Peter,,Mellieha,35.96592,14.36107,Entire home/apt,40,7,13,0,2019-10-15,1,179
27513460,Mellieha Town Centre Bright 3 Bedroom Apartment,207465770,Janice,,Mellieha,35.95934,14.36197,Entire home/apt,49,3,2,0,2019-06-17,1,281
29638362,Exclusive Artist Terrace Apartments Penthouse,92019668,Reuben,,Mellieha,35.95598,14.3668,Entire home/apt,105,4,6,2,2020-10-13,3,180
33605385,Emily House,71996467,Jolanda,,Mellieha,35.96627,14.3616,Entire home/apt,71,2,20,0,2019-10-20,2,0
43998404,Bunk 1 @Great Dane House- Your Home away from Home,350773759,Alexia,,Mellieha,35.95383,14.36496,Private room,14,3,6,6,2020-10-10,6,365
16649063,"Villa Desiderata 2 bedroom sleep 4-6, WiFi; A/C",26828737,David,,Mellieha,35.96137,14.37224,Entire home/apt,58,3,21,5,2020-10-09,9,348
12851278,Apartment in Mellieha Centre with WI-FI and A/C.,18148254,Karen,,Mellieha,35.957,14.36293,Entire home/apt,57,3,13,2,2020-08-11,4,364
4242355,"Mellieha_1, Waterfront - Sea Sun & History",2246771,Bill,,Mellieha,35.9665,14.3577,Entire home/apt,109,3,41,2,2020-08-03,3,150
25205693,"Ghadira Bay Apartment, 5 min walk to beach",189766859,Monika,,Mellieha,35.96515,14.35709,Entire home/apt,100,3,15,1,2019-10-30,1,204
31952379,Cosy single room /PH stunning view of Mellieha Bay,119070679,Norali,,Mellieha,35.96466,14.35966,Private room,17,1,28,9,2020-08-06,1,1
18991711,Villa Apartment With Private Pool - Relaxation,132469547,Saviour,,Mellieha,35.96145,14.37108,Entire home/apt,176,4,4,0,2019-08-25,7,337
20161673,Luxury Stay Apartment Mellieha,56811032,Clive,,Mellieha,35.95877,14.3648,Entire home/apt,100,5,12,0,2019-09-11,1,359
30637058,Unique Apartment with Breathtaking Views,226825111,Marthese,,Mellieha,35.96029,14.36268,Entire home/apt,95,3,28,9,2020-03-11,3,24
18660329,Mellieha Penthouse with views,129680330,Antonella,,Mellieha,35.95331,14.36735,Entire home/apt,64,3,61,6,2020-09-05,1,345
35542437,Modern Mellieha apartment with sea views,29923996,Mellieha,,Mellieha,35.96385,14.36282,Entire home/apt,60,5,20,9,2020-09-27,1,90
17188527,"306, White Jade",115692153,Lilian,,Mellieha,35.96378,14.36997,Entire home/apt,75,4,64,11,2020-09-24,1,256
20435437,Luxury apartment with pool and open sea views,141159273,Joanna,,Mellieha,35.9655,14.36378,Entire home/apt,69,4,30,7,2020-09-05,2,319
42058047,Summer Breeze Comfort Apartment,1419619,GetawaysMalta,,Mellieha,35.95368,14.36741,Entire home/apt,93,3,0,0,,60,364
18663759,2-bed Flat with Beathtaking Sea Views & Pool!,656582,Simon,,Mellieha,35.96164,14.36335,Entire home/apt,100,4,5,0,2019-09-24,3,365
40435406,Hibiscus,273285943,James Villa Holidays,,Mellieha,35.96134,14.36919,Entire home/apt,322,1,0,0,,29,323
16289921,One Bedroom Studio Apartment nice area,81137562,Colin & Anna,,Mellieha,35.96504,14.36037,Entire home/apt,67,2,72,3,2020-07-20,1,211
27184055,Mellieha/Ghadira apartment,204403673,Gabriella Christine,,Mellieha,35.96593,14.35985,Entire home/apt,40,3,33,2,2020-08-27,1,0
6967623,"Bright, Spacious, Clean, Comfortable Apartment",16394867,Sim,,Mellieha,35.96025,14.36215,Entire home/apt,61,2,72,8,2020-08-22,1,351
8199828,Holiday Villa - Stylish and Private,43248140,Fiona,,Mellieha,35.96172,14.36725,Entire home/apt,528,5,6,0,2019-07-21,1,327
11300663,The Beach House (private room),49347505,Emanuela,,Mellieha,35.96614,14.36037,Private room,40,2,93,6,2020-10-14,1,363
37413825,"Bright, large apartment. Rooftop pool with views!",276728446,Roderick,,Mellieha,35.95644,14.36269,Entire home/apt,77,3,17,10,2020-09-08,4,364
44414163,The luxury 6 bedrooms villa with a pool,358231045,Alex,,Mellieha,35.96183,14.35831,Entire home/apt,57,1,0,0,,1,267
7566537,Breathtaking Sea View Apartments in Mellieha,39347223,Joseph,,Mellieha,35.95979,14.36579,Entire home/apt,75,5,19,0,2018-09-28,16,365
19329597,Newly built and furnished modern apartment,12316538,Chiara,,Mellieha,35.95987,14.3645,Entire home/apt,100,3,11,0,2019-08-13,1,180
2647653,LUXURY VILLA WITH VERY LARGE POOL,13555656,Josette,,Mellieha,35.96276,14.37153,Entire home/apt,420,4,42,3,2020-08-17,1,348
30087857,Highlander Apartments No. 1,192412875,Daniel,,Mellieha,35.96249,14.3626,Entire home/apt,60,5,3,3,2020-09-08,7,364
42663344,MELLIEHA 2-BEDROOM APARTMENT NEAR SEAFRONT.,222213302,Simon,,Mellieha,35.96658,14.35881,Entire home/apt,47,5,0,0,,11,271
17665139,Mellieha Scandi style  pied a terre,119458152,Joe,,Mellieha,35.96573,14.36613,Entire home/apt,35,7,15,0,2019-10-17,1,228
27942538,Large 4 Bedroom Villa with Fantastic Sea Views,1194960,Jo Laudi,,Mellieha,35.9676,14.3689,Entire home/apt,265,3,2,1,2020-07-28,6,321
40447846,A wonderful 3Bed Villa with magnificent Pool/Views,222527557,360 Estates,,Mellieha,35.96218,14.36958,Entire home/apt,187,3,3,3,2020-10-01,46,359
8757744,Mellieha. Beautiful villa with fabulous sea views,44944059,Veronica,,Mellieha,35.96566,14.37106,Entire home/apt,221,3,85,7,2020-10-17,1,309
26492555,Cozy Penthouse minutes away from the Beach,199241555,Iyesha,,Mellieha,35.96535,14.36208,Entire home/apt,101,4,7,0,2018-10-07,1,91
14181481,"Apt 3 @ Halfway Inn, Mellieha",83292719,Joseph,,Mellieha,35.9621,14.36125,Entire home/apt,78,3,23,3,2020-08-21,4,83
33796388,Northern Malta - Tas Sellum Residences.,74295574,Alexander,,Mellieha,35.9656,14.36407,Private room,40,1,27,9,2020-10-11,1,364
38943377,"Superb Villa 3, inviting pool and spacious terrace",251492241,Margaret,,Mellieha,35.9576,14.36665,Entire home/apt,85,7,4,4,2020-09-23,10,309
1715125,The Moll Apartment,9045152,Alexandra,,Mellieha,35.96676,14.36161,Entire home/apt,110,5,13,0,2019-06-19,1,266
23496745,New 3 bedroom apartment in Mellieha,175451220,Emma,,Mellieha,35.95741,14.36288,Entire home/apt,110,4,38,5,2020-08-17,1,365
8493830,Penthouse Country/ Sea view - Scuba Schools nearby,44730453,Raquel,,Mellieha,35.96315,14.36175,Private room,24,2,11,0,2018-08-12,2,358
36705969,Two bedroom penthouse sea and valley views Wifi,39347223,Joseph,,Mellieha,35.96304,14.36579,Private room,75,5,0,0,,16,365
8058525,Modern cozy 2 bedroom apartment,31652475,Alison,,Mellieha,35.96174,14.36579,Entire home/apt,62,5,17,1,2020-08-24,6,299
19731558,"Villa in Mellieha - Pool,Jacuzzi,Sea/Country Views",134052378,Joanne,,Mellieha,35.96188,14.36845,Entire home/apt,315,5,7,0,2019-09-02,2,198
4818494,Lavish 3 bedroom apartment,11225717,Joe,,Mellieha,35.96139,14.36316,Entire home/apt,84,4,77,3,2020-08-06,5,364
38794859,"Quite and rustic apartment, separate entrance.",295332842,Mary Victoria,,Mellieha,35.9653,14.36537,Entire home/apt,92,3,0,0,,1,91
13021295,Tranquil Villa Apartments Units Mellieha own patio,39347223,Joseph,,Mellieha,35.96022,14.37129,Entire home/apt,106,5,11,0,2018-09-30,16,365
38542674,"Apartment with Pool ,Sea views from Pool area",14436895,Jean Pierre,,Mellieha,35.95979,14.36579,Entire home/apt,92,7,0,0,,15,346
15267387,Four bedroom apartment in Mellieha,19816539,Chris,,Mellieha,35.95951,14.36432,Entire home/apt,115,7,13,2,2020-01-04,8,365
13441083,Villa Apartment C in Mellieha with Pool & Terrace,39347223,Joseph,,Mellieha,35.95943,14.37151,Entire home/apt,65,4,32,0,2019-08-02,16,365
43427003,Summer Breeze 3 Bedroom Maisonette.,199655806,GetawaysMalta Neville,,Mellieha,35.95454,14.36764,Entire home/apt,73,5,0,0,,34,364
45493843,"""Villa Sunshine"" A beautiful 3Br house with pool ☀️",222527557,360 Estates,,Mellieha,35.96203,14.36911,Entire home/apt,251,1,0,0,,46,328
30336426,Villa Neptune,227794430,Marthese,,Mellieha,35.96346,14.3674,Entire home/apt,465,5,4,0,2019-09-02,1,351
32986400,Private Cozy Studio 50 meters from the Sea,26865327,Julian,,Mellieha,35.96483,14.35726,Entire home/apt,60,3,4,0,2019-10-08,1,181
4389398,Traumhafter Meerblick,22788729,Wolfgang,,Mellieha,35.96505,14.36364,Entire home/apt,114,7,10,0,2019-08-02,1,343
34411590,Paradise beach ..we have 2 rooms.can host 3 pers,44316266,Gianluca,,Mellieha,35.9664,14.36048,Shared room,25,1,22,3,2020-08-04,2,26
45601452,Bunk 3 @Great Dane House - Home away from home,350773759,Alexia,,Mellieha,35.95314,14.36519,Private room,10,3,0,0,,6,365
1545010,B&B by the sea,169406,Catharine,,Mellieha,35.96562,14.36319,Private room,50,2,29,1,2019-11-05,1,363
42039102,Modern Private Room with balcony [Clothing Opt.].,619275,Neville,,Mellieha,35.96488,14.36353,Private room,25,2,0,0,,1,295
23851446,Easy Way to GOZO&COMINO-BLUE LAGOON,62962254,Andrea,,Mellieha,35.9591,14.36231,Entire home/apt,89,3,23,0,2019-10-23,20,299
29026963,Artist Terrace Luxury Apartment,92019668,Reuben,,Mellieha,35.95598,14.3668,Entire home/apt,103,4,5,0,2019-10-08,3,177
8711138,Mellieha  Holiday Apartment,45724400,Lino,,Mellieha,35.96037,14.36211,Entire home/apt,80,5,10,1,2020-01-27,2,365
22999408,MELLIEHA VIEWS APARTMENT WITH SWIMMING POOL.,30491737,Donna,,Mellieha,35.95766,14.36949,Entire home/apt,110,3,19,1,2020-08-12,2,299
3602029,"2 bedroom apartment, city centre. WI-FI & A/C",18148254,Karen,,Mellieha,35.95704,14.36141,Entire home/apt,57,3,0,0,,4,268
42261198,Studio Standard,335562818,Kyle,,Mellieha,35.96603,14.36008,Entire home/apt,34,1,5,5,2020-09-27,4,365
38998417,Clifftop Modern Apartment,165960383,Maria,,Mellieha,35.96039,14.36318,Entire home/apt,86,3,2,1,2020-02-23,2,230
39388987,A small and quite place,298340141,Alexander,,Mellieha,35.96471,14.36224,Entire home/apt,24,1,12,12,2020-03-07,2,0
31797043,"Bright, Family Apartment in Picturesque Mellieha",62962254,Andrea,,Mellieha,35.95341,14.36855,Entire home/apt,100,2,21,1,2019-11-01,20,179
16801679,"Spacious 3 Bedroom Apartment, Wi-Fi, A.C and Pool",26828737,David,,Mellieha,35.9628,14.36663,Entire home/apt,113,4,8,0,2018-10-04,9,365
22682154,Pelican Court (Sea Views),167170095,Bernard,,Mellieha,35.96579,14.36129,Entire home/apt,52,3,9,2,2020-02-25,1,151
35302809,"1 Bedroom Apartment, 10 minutes to Mellieha Bay",23240571,Kristina,,Mellieha,35.96485,14.36079,Entire home/apt,35,3,18,10,2020-10-24,1,320
32433192,holiday home,94443123,Danielle,,Mellieha,35.95795,14.3672,Entire home/apt,124,3,25,3,2020-10-04,2,351
18398982,2 Bedroom Apartment Mellieha Malta,67170478,Clay G,,Mellieha,35.95339,14.35077,Entire home/apt,130,4,1,0,2017-07-28,1,358
6447730,Alden Flat 3,11225717,Joe,,Mellieha,35.95976,14.35883,Entire home/apt,49,3,40,2,2020-08-19,5,365
41754778,Summer Breeze 3 Bedroom Maisonette.,1419619,GetawaysMalta,,Mellieha,35.95368,14.36741,Entire home/apt,116,3,0,0,,60,204
45391558,Newly Refurbished apartment next to Mellieha bay,353377424,Charles,,Mellieha,35.96572,14.36028,Entire home/apt,39,2,3,3,2020-10-21,1,180
33222094,Marble Luxury Villa with Private Pool and Jacuzzi,122080245,Graziella,,Mellieha,35.95573,14.37045,Entire home/apt,310,5,2,2,2020-08-21,1,299
29276762,Mellieha Bay (Ghadira) Apartment,155136813,Mario,,Mellieha,35.96634,14.36284,Entire home/apt,42,2,18,3,2020-02-16,1,215
16668044,Ground floor maisonette close to the beach,110250340,Keith,,Mellieha,35.96601,14.36104,Entire home/apt,50,2,64,7,2020-09-06,1,363
34195512,Tal-Grazzja Luxury Accomodation,258130850,Paul,,Mellieha,35.95758,14.36082,Entire home/apt,250,5,0,0,,1,89
20430948,"Spacious home with a view, Mellieha",14147398,Angele,,Mellieha,35.96042,14.3632,Entire home/apt,75,6,0,0,,1,175
31428154,Modern Sea View  Mellieha apartment with Pool,235410917,Sonke,,Mellieha,35.96564,14.36319,Entire home/apt,120,4,5,0,2019-10-26,1,327
8320103,"Apartment in Mellieha, Pool, Back Terrace & WiFi",39347223,Joseph,,Mellieha,35.96202,14.37168,Entire home/apt,55,5,32,0,2019-10-13,16,13
42617260,Luxury suite sea view at Radisson Blu 5*,271740249,Falloutguy,,Mellieha,35.93628,14.34596,Entire home/apt,350,7,0,0,,1,0
42074836,"Apartment for 6,  Radisson Blu Golden Sands Malta",5002708,Judy,,Mellieha,35.93451,14.34552,Entire home/apt,350,1,0,0,,3,0
41654779,Sandy Waters 8,231088808,Damiano,,Mellieha,35.96591,14.35485,Entire home/apt,172,2,0,0,,5,0
39391734,Radisson Blu Golden Sands. One bedroom apartment.,265444933,Mary,,Mellieha,35.93457,14.34517,Entire home/apt,85,5,0,0,,3,0
33392020,PARADISE BEACH...,44316266,Gianluca,,Mellieha,35.96474,14.35881,Private room,25,1,31,4,2020-08-27,2,0
38600578,Sandy Waters 13,231088808,Damiano,,Mellieha,35.96591,14.35485,Entire home/apt,228,2,0,0,,5,0
34190043,Available only for Long Let as from December 2020,251492241,Margaret,,Mellieha,35.95198,14.34977,Entire home/apt,200,180,0,0,,10,32
35960944,Twin Room for rent in luxury seafront apartment,53379697,Mario,,Mellieha,35.96547,14.35549,Private room,59,2,3,0,2019-09-11,3,0
35462384,"Radisson Golden sands, one bedroom apt, sleeps 4",265444933,Mary,,Mellieha,35.936,14.34295,Entire home/apt,150,3,0,0,,3,0
32166936,D View 4 You / 4 Bedroom Villa Apartment,240566148,D View 4 You,,Mellieha,35.96115,14.36673,Entire home/apt,289,3,8,2,2020-02-17,3,0
32158564,D View 4 You /  2 Bedroom Villa Apartment,240566148,D View 4 You,,Mellieha,35.96185,14.3668,Entire home/apt,190,3,3,0,2019-08-13,3,0
35954829,Double room for rent in luxury seafront apartment.,53379697,Mario,,Mellieha,35.96586,14.35519,Private room,59,2,8,0,2019-09-25,3,0
28066203,By the Sea's Breeze - Quaint & Modern Apartment.,164300329,Herman,,Mellieha,35.96602,14.36322,Entire home/apt,37,2,41,16,2020-10-03,1,234
2641103,Seaside apart near best sandy beach Mellieha bay!,13522677,Mariella,,Mellieha,35.96534,14.36056,Entire home/apt,36,2,83,9,2020-10-03,4,229
42724848,Summer Breeze Penthouse with Hot Tub,1419619,GetawaysMalta,,Mellieha,35.95368,14.36741,Entire home/apt,192,3,0,0,,60,241
2704759,La Mediterranea Villa Apartments : Poolside Flat,13843458,Joanna,,Mellieha,35.96293,14.36992,Entire home/apt,73,4,62,1,2019-11-01,2,347
17979245,Modern and spacious villa apartment with pool,28100947,Lorna,,Mellieha,35.95946,14.36767,Entire home/apt,116,4,3,1,2020-05-19,8,89
19408147,Spectacular Villa With Private Pool,132469547,Saviour,,Mellieha,35.96119,14.36503,Entire home/apt,200,7,1,0,2017-06-23,7,360
43796897,Summer Breeze Superior Apartment,199655806,GetawaysMalta Neville,,Mellieha,35.95434,14.36717,Entire home/apt,63,5,0,0,,34,364
45494936,"""Villa Sensation"" A beautiful 2Br house with pool☀️",222527557,360 Estates,,Mellieha,35.9611,14.36758,Entire home/apt,216,4,0,0,,46,343
35337167,Beautiful cozy 2 bedroom apartment in Mellieha.,3424829,Mina,,Mellieha,35.96562,14.36108,Entire home/apt,75,3,0,0,,13,365
25134888,Holiday Home 2,11836725,Roberto,,Mellieha,35.95707,14.36862,Entire home/apt,70,3,2,0,2019-08-09,7,365
42631058,Luxurious country apartment.,339621289,Marcelline,,Mellieha,35.96139,14.38029,Entire home/apt,75,4,1,1,2020-08-21,1,365
35961783,Private Bedroom in a Modern Apartment,270479127,Lakshmi,,Mellieha,35.95992,14.36732,Private room,39,2,2,0,2019-09-02,1,209
6100999,Studio 1 bedroom with shared pool,31652475,Alison,,Mellieha,35.96013,14.36896,Private room,53,3,15,0,2019-09-27,6,349
43853450,Double Room @Great Dane House in Mellieha,350773759,Alexia,,Mellieha,35.95383,14.36496,Private room,40,3,7,7,2020-09-26,6,365
5953625,Amazing views of Mellieha Bay,30903652,Monica,,Mellieha,35.96592,14.35749,Entire home/apt,77,5,19,0,2019-10-20,1,286
27499798,Seafront 3 Bedroom Apartment in Ghadira Bay,198050268,Jurgen/Svetlana,,Mellieha,35.96574,14.35896,Entire home/apt,59,6,5,0,2019-10-26,2,364
22739192,Charming House of Character,167885908,Carl,,Naxxar,35.91211,14.44365,Entire home/apt,50,2,78,12,2020-09-23,1,0
3745949,The Haven is within Reach,18711286,Seraphim,,Mellieha,35.95789,14.37075,Entire home/apt,147,5,5,0,2019-07-27,1,305
237883,ST.CHRISTOPHER -LOVELY SEAVIEW FLAT,1247259,Yvette,,Mellieha,35.95549,14.36279,Entire home/apt,57,3,11,0,2019-09-25,3,362
12238740,Double Private Room with Private External Bathroom,65863825,Pio,,Mellieha,35.95696,14.36309,Private room,20,1,192,7,2020-03-10,2,299
1435500,Villa Hibiscus 3 bedroom villa with private pool,7103765,Janice,,Mellieha,35.95235,14.3501,Entire home/apt,255,4,8,0,2019-07-21,6,329
11074158,Mellieha - 2 minutes away from sea,57488889,Steve,,Mellieha,35.96502,14.36051,Entire home/apt,55,3,39,2,2020-08-08,1,363
22009220,Seaview stunning penthouse with panoramic seaviews,160714893,Roberta,,Mellieha,35.96599,14.36039,Entire home/apt,130,5,4,1,2020-08-10,1,365
21123567,Maisonette 1 HalfWayInn Apartments Mellieha,83292719,Joseph,,Mellieha,35.96379,14.36189,Entire home/apt,65,2,1,0,2019-07-22,4,209
40437639,Stephanotis,273285943,James Villa Holidays,,Mellieha,35.9597,14.36849,Entire home/apt,321,1,0,0,,29,313
7510684,"Penthouse in Mellieha, Private Terrace, Pool, WiFi",39347223,Joseph,,Mellieha,35.96217,14.37116,Entire home/apt,53,5,36,0,2019-10-04,16,98
30149045,Large Flat near Mellieha Bay (sandy beach),50643262,Henri,,Mellieha,35.96576,14.35918,Entire home/apt,100,1,1,0,2019-06-07,6,365
43540472,Mellieha penthouse near largest beach in Malta,347521937,Luana,,Mellieha,35.96453,14.35975,Entire home/apt,100,3,0,0,,2,365
35591279,Modern Bedroom in Bahar ic-Caghaq close to the sea,77105226,Christopher,,Naxxar,35.93205,14.43271,Private room,40,7,1,0,2019-08-05,1,363
15786278,Luxury Seaview Mellieha Apartment with Pool,94768770,Gary,,Mellieha,35.96702,14.36436,Entire home/apt,220,3,42,1,2020-01-10,1,292
17400904,Semi- Detached Villa,117634613,Veduta Estates Limited,,Mellieha,35.93887,14.35155,Entire home/apt,175,31,1,0,2017-08-01,1,90
4993277,"Fully AC, modern, 4 Bedroom property with pool",25743942,Mario,,Naxxar,35.91836,14.43566,Entire home/apt,236,5,3,0,2019-07-10,1,365
31137786,Room in Charming House of Character,52841596,Nathalie,,Naxxar,35.93099,14.4304,Private room,55,2,0,0,,1,178
10936793,Bright and Sunny with views 2-bedroom Penthouse,1774894,Short Lets Malta,,Naxxar,35.91861,14.44006,Entire home/apt,107,7,5,1,2020-10-07,132,360
23875703,Centrally located  studio with free use of pool,179380129,Janet,,Naxxar,35.92386,14.43922,Entire home/apt,63,3,54,6,2020-10-15,1,363
31635910,Holiday apartment near the beach!!!!,187273830,Alessandra,,Mellieha,35.96521,14.36102,Entire home/apt,29,2,16,5,2020-09-19,1,137
24835578,Country view apartment Mellieha,54217835,Claudine,,Mellieha,35.96482,14.35792,Entire home/apt,150,3,0,0,,2,364
19032188,Malta Tourism approved home with private pool,132812154,Jo,,Mellieha,35.96471,14.37128,Entire home/apt,137,4,25,3,2020-03-16,1,65
7626635,"Apartment in Mellieha, Pool, Back Patio, WiFi",39347223,Joseph,,Mellieha,35.96203,14.37191,Entire home/apt,70,5,27,0,2019-08-26,16,13
13437752,Apartment in Mellieha with Beautiful Views & Pool,39347223,Joseph,,Mellieha,35.96238,14.37183,Entire home/apt,70,5,8,0,2019-10-18,16,13
14667919,Large luxury apartment with Pool,141159273,Joanna,,Mellieha,35.96604,14.3638,Entire home/apt,74,4,25,4,2020-08-19,2,358
24914866,Awesome deluxe apartment,188363040,Walter,,Mellieha,35.96685,14.36377,Entire home/apt,220,6,21,1,2019-11-02,1,344
4413769,The Center budget Room,9655759,Ray,,Naxxar,35.9467,14.4245,Shared room,12,1,9,0,2017-07-30,11,1
17617957,Coast Ridge Mansion (Room 5),119767263,George,,Naxxar,35.93452,14.44026,Private room,65,1,32,0,2019-09-30,9,0
27980756,Sea View Apartment,211324415,Mary Ann,,Mellieha,35.9651,14.35625,Entire home/apt,75,3,24,2,2020-08-17,1,180
30928512,Cosy Home Double Room,85595801,Albert,,Mellieha,35.95386,14.36563,Private room,35,1,10,1,2019-11-04,2,359
45488939,Twin Room @Great Dane House -  Home away from Home,350773759,Alexia,,Mellieha,35.95275,14.36387,Private room,30,2,3,3,2020-10-09,6,365
46020228,Private room,373029483,Irshad,,Mellieha,35.95827,14.36474,Private room,15,1,0,0,,1,323
5907987,Lovely cozy single bedroom,30682970,Ruth,,Naxxar,35.91828,14.44249,Private room,30,7,7,0,2018-09-06,2,365
37732391,The Green room: a double bedroom with en-suite,285221634,Anton,,Naxxar,35.91575,14.44018,Private room,80,3,0,0,,2,180
39434112,Malta's Cozy Room few mins away to Golden Bay,256264475,Jean Love And Nicholas,,Mellieha,35.94019,14.35031,Private room,35,1,4,4,2020-08-05,1,339
35023614,Tranquil Villa Apartments Units Mellieha own patio,39347223,Joseph,,Mellieha,35.95853,14.37234,Entire home/apt,55,5,2,1,2020-08-15,16,365
27360974,"The Horizon 1  AC bedroom  Pool ,WiFi, Views iii.",26828737,David,,Mellieha,35.96322,14.3646,Entire home/apt,59,4,5,0,2019-10-23,9,365
34133534,Breathtaking views & Private Swimming Pool,251492241,Margaret,,Mellieha,35.95289,14.35123,Entire home/apt,200,7,1,1,2019-11-02,10,354
18358064,"Fantastic views, new, quiet, tasteful, luxurious",126924723,Susanne,,Mgarr,35.91765,14.36536,Entire home/apt,75,4,41,6,2020-10-11,8,289
37378842,"Modern, cozy studio flatlet",71111854,Romi,,Naxxar,35.91639,14.4355,Private room,50,2,1,0,2019-10-09,1,362
2906813,Mgarr 4 pers wifi  l/o Golden snd,1803880,Ian,,Mgarr,35.92101,14.36722,Entire home/apt,62,5,23,1,2020-07-22,7,0
10229932,"Luxury 3BR Apt,Pool,Sea View,free wifi & parking",52571695,Colin,,Mellieha,35.9668,14.36369,Entire home/apt,160,5,38,0,2019-10-05,1,363
28630342,Modern Romantic  apartment,160710093,Frankie,,Mellieha,35.96576,14.36008,Entire home/apt,130,5,0,0,,4,365
8691243,Stunning Sea View Apartments in Mellieha,39347223,Joseph,,Mellieha,35.95979,14.36579,Entire home/apt,75,5,8,0,2019-08-01,16,365
44001115,Bluewaters large terrace the most amazing views,99510099,Sandra,,Mellieha,35.95854,14.36579,Entire home/apt,103,7,3,3,2020-10-18,7,355
26370799,"Private, air-conditioned room with own shower",198319458,Ruth,,Naxxar,35.92128,14.44292,Private room,15,1,26,7,2020-08-26,1,243
11904659,Secco's SeaView Accommodation,1683514,Mattia,,Mgarr,35.93421,14.36838,Private room,27,1,114,6,2020-02-16,5,342
32903673,Tana Private Room,19837026,Stefan,,Naxxar,35.90925,14.43979,Private room,40,2,18,2,2020-03-17,1,85
6817985,Luxury accomodation in Mellieha,18140261,Mellieha Views,,Mellieha,35.95354,14.36868,Entire home/apt,50,3,36,0,2018-10-04,1,299
28092731,Villa Idle Rocks,120879771,Leonard,,Mellieha,35.96475,14.37115,Entire home/apt,300,30,0,0,,2,365
33339245,A double bedroom with en-suite and balcony,251143391,Nadia,,Naxxar,35.91417,14.44559,Private room,60,2,0,0,,2,270
24534951,"Sea, Sun and Fun.  Holiday Apartment",1294773,Mario,,Mellieha,35.96515,14.36094,Entire home/apt,60,3,20,2,2020-08-18,1,0
132596,room for rent,651585,Rosalie,,Mgarr,35.92009,14.36305,Private room,23,3,22,0,2018-09-29,2,278
44332696,L-Imġarr  with a View,125942991,Rita,,Mgarr,35.92002,14.37054,Private room,21,1,2,2,2020-08-31,4,160
45135328,habitación #2 privada baño compartido,308765077,German & Viviana,,Mgarr,35.91961,14.36279,Private room,16,1,0,0,,8,270
30436327,Modern Apartment near Beaches,227686964,Annalise,,Mgarr,35.91954,14.37859,Private room,40,4,9,3,2020-08-20,2,164
14178395,Double Bedroom with private bathroom,28792313,Stephanie Ghio,,Mgarr,35.92062,14.36585,Private room,15,3,89,9,2020-09-22,7,357
39532754,Breakfast available with our 2 bedroom,230468656,Mary,,Naxxar,35.91504,14.44441,Private room,25,2,0,0,,6,332
29914892,Mellieha House with View,219656917,Mark,,Mellieha,35.95785,14.36146,Entire home/apt,95,3,1,0,2019-01-17,1,0
